site_code,assetid,site_name,neighbourhood,ward_name,service,bin_count,bin_size,route1,route2,route3,easting,northing,classification
7902301,30001,Wyvern Park,South East Locality,15-Southside/Newington,WS: Communal Bin,7,140 Litres,Route 14 Week 1 - Wednesday,No Route Allocated,No Route Allocated,325649,671705,In Development
7902298,30001,Wolseley Crescent,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,4,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,328267,674119,Public Carriageway
7902297,30001,Wishaw Terrace,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Thursday,Route 29 Week All - Monday,No Route Allocated,327625,674317,In Development
7902295,30003,Windsor Street,North East Locality,12-Leith Walk,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,326269,674526,Public Carriageway
7902295,30002,Windsor Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,326340,674638,Public Footway
7902295,30001,Windsor Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,326295,674555,Public Footway
7902292,30006,Willowbrae Road,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,5,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,328620,673877,In Development
7902292,30002,Willowbrae Road,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,329045,673293,In Development
7902292,30001,Willowbrae Road,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,329138,673116,In Development
7902290,30001,Willowbrae Avenue,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,1,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,328253,673870,Public Carriageway
7902289,30001,Whyte Place,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,6,1280 Litres,Route 29 Week All - Monday,Route 29 Week All - Thursday,No Route Allocated,327394,674286,In Development
7902286,30009,West Savile Terrace,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,326040,671048,In Development
7902286,30008,West Savile Terrace,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,326025,671069,In Development
7902286,30007,West Savile Terrace,South East Locality,15-Southside/Newington,WS: Communal Bin,10,1280 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,325985,671052,In Development
7902286,30006,West Savile Terrace,South East Locality,15-Southside/Newington,WS: Communal Bin,1,660 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,326072,671072,In Development
7902286,30005,West Savile Terrace,South East Locality,15-Southside/Newington,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,326620,671349,Public Carriageway
7902286,30004,West Savile Terrace,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,326568,671320,Public Carriageway
7902286,30002,West Savile Terrace,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,326344,671227,In Development
7902286,30001,West Savile Terrace,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,326343,671239,In Development
7905429,30002,Tower Wynd,North East Locality,13-Leith,WS: Communal Bin,6,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,327237,676626,In Development
7905429,30001,Tower Wynd,North East Locality,13-Leith,WS: Communal Bin,6,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,327245,676620,In Development
7905425,30003,East Pilton Farm Wynd,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323681,676154,In Development
7905425,30002,East Pilton Farm Wynd,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323710,676144,In Development
7905425,30001,East Pilton Farm Wynd,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323634,676199,In Development
7902286,30003,West Savile Terrace,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Tuesday,Route 22 Week All - Friday,No Route Allocated,326539,671304,Public Carriageway
7902284,30002,West Richmond Street,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326274,673174,Public Footway
7902280,30005,West Preston Street,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326344,672402,Public Carriageway
7902280,30004,West Preston Street,South East Locality,15-Southside/Newington,WS: Communal Bin,4,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326389,672421,Public Footway
7902280,30003,West Preston Street,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Tuesday,Route 21 Week All - Friday,No Route Allocated,326343,672414,Public Carriageway
7901030,30007,Wester Hailes Park,South West Locality,02-Pentland Hills,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Saturday,No Route Allocated,No Route Allocated,320097,669704,Public Carriageway
7905449,30001,Northfield Heights,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,3,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,328734,673797,In Development
7905443,30003,Loaning Mills,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,1,1280 Litres,Route 92 Week All - Sunday,Route 92 Week All - Thursday,No Route Allocated,328383,674671,In Development
7905443,30002,Loaning Mills,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,1,1280 Litres,Route 92 Week All - Sunday,Route 92 Week All - Thursday,No Route Allocated,328389,674660,In Development
7905443,30001,Loaning Mills,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,1,1280 Litres,Route 92 Week All - Sunday,Route 92 Week All - Thursday,No Route Allocated,328395,674648,In Development
7905432,30001,Myreside View,South East Locality,10-Meadows/Morningside,WS: Communal Bin,4,1280 Litres,Route 28 Week All - Tuesday,No Route Allocated,No Route Allocated,323349,671285,In Development
7905431,30006,Pilrig Heights,North East Locality,12-Leith Walk,WS: Communal Bin,7,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326026,675461,In Development
7905431,30005,Pilrig Heights,North East Locality,12-Leith Walk,WS: Communal Bin,7,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326070,675405,In Development
7905431,30004,Pilrig Heights,North East Locality,12-Leith Walk,WS: Communal Bin,6,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326078,675397,In Development
7905431,30003,Pilrig Heights,North East Locality,12-Leith Walk,WS: Communal Bin,7,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326105,675457,In Development
7905431,30002,Pilrig Heights,North East Locality,12-Leith Walk,WS: Communal Bin,6,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326114,675467,In Development
7905431,30001,Pilrig Heights,North East Locality,12-Leith Walk,WS: Communal Bin,7,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326166,675487,In Development
7905427,30012,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327113,671257,In Development
7905427,30011,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327133,671214,In Development
7905427,30010,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327176,671136,In Development
7905427,30009,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327236,671159,In Development
7905427,30008,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327282,671220,In Development
7905427,30007,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327322,671240,In Development
7905427,30006,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327287,671294,In Development
7905427,30005,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327267,671330,In Development
7905427,30004,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327245,671383,In Development
7905427,30003,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327181,671396,In Development
7905427,30002,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327133,671371,In Development
7905427,30001,East Suffolk Park,South East Locality,15-Southside/Newington,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,327174,671140,In Development
7905426,30005,Drybrough Crescent,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,4,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,328545,671636,In Development
7905426,30004,Drybrough Crescent,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,4,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,328533,671609,In Development
7905426,30003,Drybrough Crescent,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,4,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,328622,671635,In Development
7905426,30002,Drybrough Crescent,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,328616,671658,In Development
7905426,30001,Drybrough Crescent,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Friday,No Route Allocated,No Route Allocated,328584,671689,In Development
7905424,30015,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323637,676122,In Development
7905424,30014,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323628,676104,In Development
7905424,30013,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323613,676087,In Development
7905424,30012,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323568,676071,In Development
7905424,30011,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323624,676181,In Development
7905424,30010,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323562,676169,In Development
7905424,30009,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323596,676167,In Development
7905424,30008,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323606,676158,In Development
7905424,30007,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323612,676125,In Development
7905424,30005,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323590,676170,In Development
7905424,30004,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323580,676172,In Development
7905424,30003,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323554,676167,Public Carriageway
7905424,30002,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323610,676123,In Development
7905424,30001,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323555,676203,In Development
7905420,30007,East Pilton Farm Avenue,North West Locality,04-Forth,WS: Communal Bin,4,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323393,676094,In Development
7905420,30006,East Pilton Farm Avenue,North West Locality,04-Forth,WS: Communal Bin,4,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323504,676110,In Development
7905420,30005,East Pilton Farm Avenue,North West Locality,04-Forth,WS: Communal Bin,4,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323416,676099,In Development
7905420,30003,East Pilton Farm Avenue,North West Locality,04-Forth,WS: Communal Bin,4,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323438,676092,Public Carriageway
7905420,30002,East Pilton Farm Avenue,North West Locality,04-Forth,WS: Communal Bin,4,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323487,676099,Public Carriageway
7905420,30001,East Pilton Farm Avenue,North West Locality,04-Forth,WS: Communal Bin,4,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323525,676105,Public Carriageway
7905419,30001,Ann Terrace,South East Locality,11-City Centre,WS: Communal Bin,7,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,327497,674197,In Development
7905418,30001,Cargilfield View,North West Locality,01-Almond,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Sunday,No Route Allocated,No Route Allocated,318792,675848,In Development
7905401,30001,Pinegrove Gardens,North West Locality,03-Drum Brae/Gyle,WS: Communal Bin,3,1280 Litres,Route 21 Week All - Sunday,No Route Allocated,No Route Allocated,318591,674819,In Development
7905385,30001,Ocean Way,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,327364,676669,In Development
7905379,30001,Salisbury Mews,South East Locality,15-Southside/Newington,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Friday,Route 21 Week All - Tuesday,No Route Allocated,326535,672308,In Development
7905372,30001,Lindsay Place,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Thursday,Route 21 Week All - Monday,No Route Allocated,326214,676694,In Development
7905424,30006,East Pilton Farm Crescent,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323600,676108,In Development
7905423,30008,East Pilton Farm Rigg,North West Locality,04-Forth,WS: Communal Bin,4,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323404,676043,In Development
7905423,30007,East Pilton Farm Rigg,North West Locality,04-Forth,WS: Communal Bin,4,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323482,676058,In Development
7905423,30006,East Pilton Farm Rigg,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323430,676029,In Development
7905423,30005,East Pilton Farm Rigg,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323457,676033,In Development
7905423,30004,East Pilton Farm Rigg,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323495,676040,In Development
7905423,30003,East Pilton Farm Rigg,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323534,676045,In Development
7905423,30002,East Pilton Farm Rigg,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323562,676050,In Development
7905423,30001,East Pilton Farm Rigg,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323390,676055,In Development
7905422,30005,East Pilton Farm Place,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323428,676171,None Applied
7905422,30002,East Pilton Farm Place,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323535,676207,In Development
7905422,30001,East Pilton Farm Place,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323458,676197,In Development
7905421,30002,East Pilton Farm Crossway,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323503,676148,In Development
7905421,30001,East Pilton Farm Crossway,North West Locality,04-Forth,WS: Communal Bin,5,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323514,676156,In Development
7905420,30008,East Pilton Farm Avenue,North West Locality,04-Forth,WS: Communal Bin,4,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323479,676107,In Development
7905417,30006,Portland Row,North East Locality,13-Leith,WS: Communal Bin,1,940 Litres,Route 21 Week All - Monday,Route 21 Week All - Thursday,No Route Allocated,326432,676828,In Development
7905417,30005,Portland Row,North East Locality,13-Leith,WS: Communal Bin,6,940 Litres,Route 21 Week All - Monday,Route 21 Week All - Thursday,No Route Allocated,326334,676880,In Development
7905417,30004,Portland Row,North East Locality,13-Leith,WS: Communal Bin,2,940 Litres,Route 21 Week All - Thursday,Route 21 Week All - Monday,No Route Allocated,326419,676919,In Development
7905417,30003,Portland Row,North East Locality,13-Leith,WS: Communal Bin,2,940 Litres,Route 21 Week All - Thursday,Route 21 Week All - Monday,No Route Allocated,326444,676862,In Development
7905417,30002,Portland Row,North East Locality,13-Leith,WS: Communal Bin,2,940 Litres,Route 21 Week All - Thursday,Route 21 Week All - Monday,No Route Allocated,326438,676882,In Development
7905412,30002,Southhouse Brae,South East Locality,16-Liberton/Gilmerton,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Tuesday,No Route Allocated,No Route Allocated,327956,668054,In Development
7905412,30001,Southhouse Brae,South East Locality,16-Liberton/Gilmerton,WS: Communal Bin,18,1280 Litres,Route 22 Week All - Tuesday,No Route Allocated,No Route Allocated,328026,668069,Public Carriageway
7905408,30002,Southhouse Place,South East Locality,16-Liberton/Gilmerton,WS: Communal Bin,3,1280 Litres,Route 22 Week All - Tuesday,No Route Allocated,No Route Allocated,327888,668079,In Development
7905408,30001,Southhouse Place,South East Locality,16-Liberton/Gilmerton,WS: Communal Bin,6,1280 Litres,Route 22 Week All - Tuesday,No Route Allocated,No Route Allocated,327858,668156,Public Carriageway
7905407,30002,Rattray Grove,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Tuesday,No Route Allocated,No Route Allocated,323484,669743,In Development
7905407,30001,Rattray Grove,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,10,1280 Litres,Route 92 Week All - Tuesday,No Route Allocated,No Route Allocated,323338,669779,In Development
7905406,30001,Rattray Drive,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,3,1280 Litres,Route 92 Week All - Tuesday,No Route Allocated,No Route Allocated,323422,669918,In Development
7905405,30002,Littlejohn Avenue,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Tuesday,No Route Allocated,No Route Allocated,323541,669802,In Development
7905405,30001,Littlejohn Avenue,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Tuesday,No Route Allocated,No Route Allocated,323546,669796,In Development
7905396,30002,Hawkhill Close,North East Locality,12-Leith Walk,WS: Communal Bin,16,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,327512,674974,In Development
7905396,30001,Hawkhill Close,North East Locality,12-Leith Walk,WS: Communal Bin,23,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,327444,675014,In Development
7905395,30012,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322858,671558,In Development
7905395,30011,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322782,671472,In Development
7905395,30010,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322782,671481,In Development
7905395,30009,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322808,671506,In Development
7905395,30008,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322823,671526,In Development
7905395,30007,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322858,671540,In Development
7905395,30006,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322845,671561,In Development
7905395,30005,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322763,671465,In Development
7905395,30004,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322775,671479,In Development
7905395,30003,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322812,671513,In Development
7905395,30002,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322816,671522,In Development
7905395,30001,Appin Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Wednesday,No Route Allocated,No Route Allocated,322865,671553,In Development
7905393,30001,St Triduana's Rest,North East Locality,14-Craigentinny/Duddingston,WS: Communal Bin,14,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,328418,674809,In Development
7905392,30001,Southhouse Walk,South East Locality,16-Liberton/Gilmerton,WS: Communal Bin,6,1280 Litres,Route 22 Week All - Tuesday,No Route Allocated,No Route Allocated,327879,668140,Public Carriageway
7905391,30001,Southhouse Crossway,South East Locality,16-Liberton/Gilmerton,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Tuesday,No Route Allocated,No Route Allocated,327800,667967,In Development
7905383,30001,Easter Dalry Rigg,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,1,1280 Litres,Route 25 Week All - Sunday,No Route Allocated,No Route Allocated,323721,672925,In Development
7905382,30001,Lorimer View,South West Locality,02-Pentland Hills,WS: Communal Bin,5,1280 Litres,Route 29 Week All - Saturday,No Route Allocated,No Route Allocated,320182,668769,In Development
7905370,30008,Joppa Station Place,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,1,1280 Litres,Route 91 Week All - Friday,No Route Allocated,No Route Allocated,331169,673310,In Development
7905370,30007,Joppa Station Place,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,1,1280 Litres,Route 91 Week All - Friday,No Route Allocated,No Route Allocated,331169,673310,In Development
7905370,30006,Joppa Station Place,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,1,1280 Litres,Route 91 Week All - Friday,No Route Allocated,No Route Allocated,331212,673280,In Development
7905370,30004,Joppa Station Place,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,1,1280 Litres,Route 91 Week All - Friday,No Route Allocated,No Route Allocated,331187,673280,In Development
7905370,30003,Joppa Station Place,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,1,1280 Litres,Route 91 Week All - Friday,No Route Allocated,No Route Allocated,331187,673280,In Development
7905370,30002,Joppa Station Place,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,1,1280 Litres,Route 91 Week All - Friday,No Route Allocated,No Route Allocated,331187,673280,In Development
7905370,30001,Joppa Station Place,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,1,1280 Litres,Route 91 Week All - Friday,No Route Allocated,No Route Allocated,331229,673261,In Development
7905362,30002,Inglis Green Gait,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,7,1280 Litres,Route 91 Week All - Saturday,No Route Allocated,No Route Allocated,321838,670673,In Development
7905362,30001,Inglis Green Gait,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,1,1280 Litres,Route 91 Week All - Saturday,No Route Allocated,No Route Allocated,321849,670682,In Development
7905363,30001,Iona Street Lane,North East Locality,12-Leith Walk,WS: Communal Bin,1,None Applied,Route 29 Week All - Wednesday,No Route Allocated,No Route Allocated,0,0,Public Carriageway
7905370,30005,Joppa Station Place,North East Locality,17-Portobello/Craigmillar,WS: Communal Bin,1,1280 Litres,Route 91 Week All - Friday,No Route Allocated,No Route Allocated,331230,673272,In Development
7905367,30002,Dalry Gait,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,7,1280 Litres,Route 91 Week All - Sunday,No Route Allocated,No Route Allocated,323951,673069,In Development
7905367,30001,Dalry Gait,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,12,1280 Litres,Route 91 Week All - Sunday,No Route Allocated,No Route Allocated,323954,673097,In Development
7905350,30001,Morham Gait,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Tuesday,No Route Allocated,No Route Allocated,323286,669885,In Development
7905346,30001,Littlejohn Road,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,4,1100 Litres,Route 92 Week All - Tuesday,No Route Allocated,No Route Allocated,323301,669820,In Development
7905345,30001,Tytler Court,South East Locality,11-City Centre,WS: Communal Bin,3,1280 Litres,Route 25 Week All - Thursday,No Route Allocated,No Route Allocated,327137,674196,In Development
