site_code,assetid,site_name,neighbourhood,ward_name,service,bin_count,bin_size,route1,route2,route3,easting,northing,classification
7901423,30002,Goldenacre Terrace,North West Locality,05-Inverleith,WS: Communal Bin,2,1280 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,324739,675853,Public Carriageway
7901423,30001,Goldenacre Terrace,North West Locality,05-Inverleith,WS: Communal Bin,2,1280 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,324766,675890,Public Carriageway
7903358,30005,Veitch's Square,North West Locality,05-Inverleith,WS: Communal Bin,3,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324592,674631,Public Carriageway
7903354,30003,Upper Gilmore Place,South East Locality,10-Meadows/Morningside,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Wednesday,Route 22 Week All - Saturday,No Route Allocated,324611,672597,Public Carriageway
7903354,30002,Upper Gilmore Place,South East Locality,10-Meadows/Morningside,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Wednesday,Route 22 Week All - Saturday,No Route Allocated,324568,672567,Public Carriageway
7903354,30001,Upper Gilmore Place,South East Locality,10-Meadows/Morningside,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Wednesday,Route 22 Week All - Saturday,No Route Allocated,324564,672572,Public Carriageway
7903344,30001,Torphichen Street,South East Locality,11-City Centre,WS: Communal Bin,1,660 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324283,673312,Public Footway
7903343,30003,Torphichen Place,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 106 Week All - Tuesday,Route 106 Week All - Friday,No Route Allocated,324259,673308,Public Carriageway
7903343,30002,Torphichen Place,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 106 Week All - Tuesday,Route 106 Week All - Friday,No Route Allocated,324259,673310,Public Carriageway
7903342,30001,Tipperlinn Road,South East Locality,10-Meadows/Morningside,WS: Communal Bin,2,660 Litres,Route 28 Week All - Friday,No Route Allocated,No Route Allocated,324148,671547,In Development
7903341,30003,Thornybauk,South East Locality,11-City Centre,WS: Communal Bin,3,660 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,324897,672891,In Development
7903341,30002,Thornybauk,South East Locality,11-City Centre,WS: Communal Bin,2,1280 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,324779,673011,In Development
7903339,30007,The Paddockholm,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,2,660 Litres,Route 25 Week All - Saturday,No Route Allocated,No Route Allocated,320519,672743,Public Carriageway
7903339,30006,The Paddockholm,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,660 Litres,Route 25 Week All - Saturday,No Route Allocated,No Route Allocated,320349,672765,Public Carriageway
7903339,30004,The Paddockholm,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,660 Litres,Route 25 Week All - Saturday,No Route Allocated,No Route Allocated,320314,672760,Public Carriageway
7903339,30003,The Paddockholm,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,2,660 Litres,Route 25 Week All - Saturday,No Route Allocated,No Route Allocated,320263,672801,Public Carriageway
7903316,30010,Stenhouse Street West,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,4,1280 Litres,Route 91 Week All - Sunday,No Route Allocated,No Route Allocated,321148,671700,In Development
7903314,30001,Stenhouse Place West,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,1,1100 Litres,Route 91 Week All - Sunday,No Route Allocated,No Route Allocated,321276,671793,In Development
7903295,30003,Stafford Street,South East Locality,11-City Centre,WS: Communal Bin,1,120 Litres,Route 106 Week All - Tuesday,Route 106 Week All - Friday,No Route Allocated,324482,673593,None Applied
7903292,30001,St Teresa Place,South East Locality,10-Meadows/Morningside,WS: Communal Bin,2,1100 Litres,Route 28 Week All - Friday,No Route Allocated,No Route Allocated,323892,671720,In Development
7903291,30003,St Stephen Street,North West Locality,05-Inverleith,WS: Communal Bin,1,1280 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,324873,674595,Public Carriageway
7903291,30002,St Stephen Street,North West Locality,05-Inverleith,WS: Communal Bin,5,1100 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,324895,674629,In Development
7903291,30001,St Stephen Street,North West Locality,05-Inverleith,WS: Communal Bin,5,1100 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,324924,674623,In Development
7901399,30004,Earl Haig Gardens,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 25 Week All - Thursday,No Route Allocated,No Route Allocated,324910,676363,In Development
7901399,30003,Earl Haig Gardens,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 25 Week All - Thursday,No Route Allocated,No Route Allocated,324934,676368,In Development
7901399,30002,Earl Haig Gardens,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 25 Week All - Thursday,No Route Allocated,No Route Allocated,324945,676391,In Development
7901399,30001,Earl Haig Gardens,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 25 Week All - Thursday,No Route Allocated,No Route Allocated,324922,676387,In Development
7901335,30002,Trafalgar Lane,North East Locality,12-Leith Walk,WS: Communal Bin,1,1280 Litres,Route 25 Week All - Monday,Route 25 Week All - Thursday,No Route Allocated,326236,676319,Public Footway
7901335,30001,Trafalgar Lane,North East Locality,12-Leith Walk,WS: Communal Bin,4,1280 Litres,Route 25 Week All - Monday,Route 25 Week All - Thursday,No Route Allocated,326169,676301,In Development
7901319,30002,Summerfield Gardens,North East Locality,13-Leith,WS: Communal Bin,1,1100 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,327842,675720,In Development
7901319,30001,Summerfield Gardens,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,327823,675744,In Development
7901301,30003,Spey Street,North East Locality,12-Leith Walk,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,326465,675111,Public Carriageway
7901301,30002,Spey Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,326476,675153,Public Carriageway
7901301,30001,Spey Street,North East Locality,12-Leith Walk,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,326508,675178,Public Carriageway
7901291,30002,Sheriff Brae,North East Locality,13-Leith,WS: Communal Bin,4,1280 Litres,Route 91 Week All - Monday,Route 91 Week All - Thursday,No Route Allocated,326720,676351,In Development
7901290,30001,Seaport Street,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 25 Week All - Monday,Route 25 Week All - Thursday,No Route Allocated,327156,676443,DUMMY LOCATION
7901284,30002,Sandport Place,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326976,676479,Public Carriageway
7901284,30001,Sandport Place,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326946,676469,Public Carriageway
7903245,30002,Seaforth Drive,North West Locality,05-Inverleith,WS: Communal Bin,1,1280 Litres,Route 92 Week All - Monday,Route 92 Week All - Thursday,No Route Allocated,322059,674603,Public Carriageway
7903245,30001,Seaforth Drive,North West Locality,05-Inverleith,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Monday,Route 92 Week All - Thursday,No Route Allocated,322041,674587,Public Carriageway
7903234,30001,Saughton Road North,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,1280 Litres,Route 91 Week All - Saturday,Route 91 Week All - Wednesday,No Route Allocated,319987,672724,Public Carriageway
7903217,30001,Saughton Avenue,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,3,1280 Litres,Route 91 Week All - Wednesday,Route 91 Week All - Saturday,No Route Allocated,322314,672010,Public Footway
7903214,30005,Rutland Square,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 106 Week All - Tuesday,Route 106 Week All - Friday,No Route Allocated,324566,673499,Public Carriageway
7903214,30004,Rutland Square,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 106 Week All - Tuesday,Route 106 Week All - Friday,No Route Allocated,324565,673500,Public Carriageway
7903214,30003,Rutland Square,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 106 Week All - Tuesday,Route 106 Week All - Friday,No Route Allocated,324617,673525,Public Carriageway
7903214,30002,Rutland Square,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 106 Week All - Tuesday,Route 106 Week All - Friday,No Route Allocated,324617,673523,Public Carriageway
7903204,30001,Roseburn Terrace,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Wednesday,Route 21 Week All - Saturday,No Route Allocated,322968,673215,Public Footway
7903199,30002,Roseburn Crescent,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Saturday,Route 21 Week All - Wednesday,No Route Allocated,322708,672998,In Development
7903199,30001,Roseburn Crescent,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Saturday,Route 21 Week All - Wednesday,No Route Allocated,322744,673022,In Development
7903187,30001,Riversdale Crescent,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,3,1280 Litres,Route 21 Week All - Saturday,No Route Allocated,No Route Allocated,322388,673090,In Development
7903178,30001,Redhall Crescent,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,4,1100 Litres,Route 91 Week All - Sunday,No Route Allocated,No Route Allocated,321668,670790,In Development
7903160,30002,Raeburn Mews,North West Locality,05-Inverleith,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Monday,Route 92 Week All - Thursday,No Route Allocated,324313,674711,In Development
7903160,30001,Raeburn Mews,North West Locality,05-Inverleith,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Monday,Route 92 Week All - Thursday,No Route Allocated,324373,674732,Public Carriageway
7903152,30003,Queen Street,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,325033,674115,Public Carriageway
7903152,30002,Queen Street,South East Locality,11-City Centre,WS: Communal Bin,1,1280 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,325031,674115,Public Carriageway
7901282,30005,Salamander Place,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,327543,676107,Public Carriageway
7901282,30004,Salamander Place,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,327569,676208,In Development
7901282,30003,Salamander Place,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,327573,676218,In Development
7901282,30002,Salamander Place,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,327575,676226,In Development
7901282,30001,Salamander Place,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Monday,Route 22 Week All - Thursday,No Route Allocated,327580,676237,In Development
7901273,30002,Rosevale Terrace,North East Locality,13-Leith,WS: Communal Bin,3,660 Litres,Route 25 Week All - Monday,Route 25 Week All - Thursday,No Route Allocated,327542,675678,Public Footway
7901273,30001,Rosevale Terrace,North East Locality,13-Leith,WS: Communal Bin,3,660 Litres,Route 25 Week All - Monday,Route 25 Week All - Thursday,No Route Allocated,327568,675684,Public Footway
7901249,30001,Poplar Lane,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 22 Week All - Thursday,No Route Allocated,No Route Allocated,327516,676212,In Development
7901241,30003,Pilrig Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1100 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326432,675406,In Development
7901241,30002,Pilrig Street,North East Locality,12-Leith Walk,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,326437,675345,Public Carriageway
7901238,30001,Pier Place,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 25 Week All - Monday,Route 25 Week All - Thursday,No Route Allocated,325572,677071,Public Carriageway
7901236,30001,Pattison Street,North East Locality,13-Leith,WS: Communal Bin,1,1280 Litres,Route 92 Week All - Sunday,No Route Allocated,No Route Allocated,327459,676262,In Development
7901228,30003,North Fort Street,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Monday,Route 21 Week All - Thursday,No Route Allocated,326042,676849,Public Carriageway
7901228,30002,North Fort Street,North East Locality,13-Leith,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Monday,Route 21 Week All - Thursday,No Route Allocated,326189,676498,Public Carriageway
7901486,30009,Pennywell Gardens,North West Locality,04-Forth,WS: Communal Bin,4,1100 Litres,Route 92 Week All - Thursday,No Route Allocated,No Route Allocated,321420,676170,In Development
7901483,30002,North Werber Park,North West Locality,05-Inverleith,WS: Communal Bin,1,1100 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323386,675568,In Development
7901474,30011,Muirhouse Park,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 92 Week All - Thursday,Route 92 Week All - Monday,No Route Allocated,321340,675780,In Development
7901469,30004,Muirhouse Drive,North West Locality,04-Forth,WS: Communal Bin,2,1100 Litres,Route 92 Week All - Thursday,No Route Allocated,No Route Allocated,321281,676124,In Development
7901469,30003,Muirhouse Drive,North West Locality,04-Forth,WS: Communal Bin,2,1100 Litres,Route 92 Week All - Thursday,No Route Allocated,No Route Allocated,321224,676110,In Development
7901469,30002,Muirhouse Drive,North West Locality,04-Forth,WS: Communal Bin,2,1100 Litres,Route 92 Week All - Thursday,No Route Allocated,No Route Allocated,321228,676094,In Development
7901469,30001,Muirhouse Drive,North West Locality,04-Forth,WS: Communal Bin,2,1100 Litres,Route 92 Week All - Thursday,No Route Allocated,No Route Allocated,321287,676108,In Development
7901467,30001,Muirhouse Bank,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 92 Week All - Thursday,No Route Allocated,No Route Allocated,321527,675636,In Development
7901461,30001,Main Street,North West Locality,01-Almond,WS: Communal Bin,3,1280 Litres,Route 92 Week All - Thursday,No Route Allocated,No Route Allocated,320890,675478,In Development
7901460,30006,Lower Granton Road,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Monday,Route 28 Week All - Sunday,No Route Allocated,324179,677001,Public Footway
7901460,30005,Lower Granton Road,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Monday,Route 28 Week All - Sunday,No Route Allocated,324560,677014,In Development
7901460,30004,Lower Granton Road,North West Locality,04-Forth,WS: Communal Bin,6,940 Litres,Route 21 Week All - Monday,Route 28 Week All - Sunday,No Route Allocated,323940,677025,In Development
7901457,30001,Kinnear Road,North West Locality,05-Inverleith,WS: Communal Bin,2,1100 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323896,675571,In Development
7901455,30002,Inverleith Place,North West Locality,05-Inverleith,WS: Communal Bin,2,660 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,324644,675619,None Applied
7901455,30001,Inverleith Place,North West Locality,05-Inverleith,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,324609,675616,In Development
7901450,30001,House O'Hill Road,North West Locality,05-Inverleith,WS: Communal Bin,1,1280 Litres,Route 92 Week All - Thursday,No Route Allocated,No Route Allocated,321602,674976,In Development
7901430,30002,Granton Road,North West Locality,04-Forth,WS: Communal Bin,4,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,323903,677010,In Development
7901430,30001,Granton Road,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Sunday,No Route Allocated,No Route Allocated,324152,676852,In Development
7901424,30005,Granton Crescent,North West Locality,04-Forth,WS: Communal Bin,1,None Applied,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323558,677009,None Applied
7901424,30004,Granton Crescent,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323631,677009,None Applied
7901424,30003,Granton Crescent,North West Locality,04-Forth,WS: Communal Bin,1,140 Litres,Route 10 Week 2 - Tuesday,No Route Allocated,No Route Allocated,323606,676929,In Development
7901424,30002,Granton Crescent,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323774,676911,Public Carriageway
7901424,30001,Granton Crescent,North West Locality,04-Forth,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323813,676941,Public Carriageway
7901418,30001,Fettes Rise,North West Locality,05-Inverleith,WS: Communal Bin,8,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,323733,675559,In Development
7901414,30003,Ferry Road Drive,North West Locality,04-Forth,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,322515,676291,In Development
7901414,30002,Ferry Road Drive,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,0,0,Public Carriageway
7901413,30001,Ferry Road Avenue,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,322154,675740,In Development
7901412,30002,Ferry Road,North West Locality,04-Forth,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Monday,No Route Allocated,No Route Allocated,322172,675752,In Development
7901411,30001,White Park,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,6,1280 Litres,Route 25 Week All - Saturday,Route 25 Week All - Wednesday,No Route Allocated,323179,672267,In Development
7901410,30010,Ettrickdale Place,North West Locality,05-Inverleith,WS: Communal Bin,1,660 Litres,Route 22 Week All - Thursday,No Route Allocated,No Route Allocated,324816,675010,In Development
7901410,30007,Ettrickdale Place,North West Locality,05-Inverleith,WS: Communal Bin,1,660 Litres,Route 22 Week All - Thursday,No Route Allocated,No Route Allocated,324849,674958,In Development
7903371,30003,Warrender Park Road,South East Locality,10-Meadows/Morningside,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Friday,Route 29 Week All - Tuesday,No Route Allocated,325628,672311,Public Footway
7903371,30002,Warrender Park Road,South East Locality,10-Meadows/Morningside,WS: Communal Bin,1,1280 Litres,Route 29 Week All - Tuesday,Route 29 Week All - Friday,No Route Allocated,325610,672312,Public Footway
7903360,30001,Viewforth Gardens,South East Locality,10-Meadows/Morningside,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Wednesday,Route 29 Week All - Saturday,No Route Allocated,324675,672290,Public Carriageway
7903359,30001,Viewforth,South East Locality,10-Meadows/Morningside,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Wednesday,Route 22 Week All - Saturday,No Route Allocated,324398,672507,Public Footway
7903357,30003,Valleyfield Street,South East Locality,10-Meadows/Morningside,WS: Communal Bin,2,1280 Litres,Route 29 Week All - Saturday,Route 22 Week All - Wednesday,No Route Allocated,324947,672701,In Development
7903356,30010,Upper Grove Place,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,4,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324352,672975,Public Carriageway
7903356,30009,Upper Grove Place,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324380,672998,Public Footway
7903356,30008,Upper Grove Place,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,6,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324295,672958,Public Carriageway
7903356,30007,Upper Grove Place,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,4,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324380,672998,Public Carriageway
7903356,30006,Upper Grove Place,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324285,672949,Public Carriageway
7903356,30005,Upper Grove Place,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324343,672976,Public Carriageway
7903356,30004,Upper Grove Place,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324325,672975,Public Carriageway
7903356,30003,Upper Grove Place,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324354,672999,Public Carriageway
7903356,30002,Upper Grove Place,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324381,673022,Public Carriageway
7903356,30001,Upper Grove Place,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324383,673032,Public Carriageway
7903355,30001,Upper Gilmore Terrace,South East Locality,10-Meadows/Morningside,WS: Communal Bin,2,1280 Litres,Route 22 Week All - Wednesday,Route 22 Week All - Saturday,No Route Allocated,324619,672607,Public Carriageway
7903339,30002,The Paddockholm,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,660 Litres,Route 25 Week All - Saturday,No Route Allocated,No Route Allocated,320296,672791,In Development
7903339,30001,The Paddockholm,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,660 Litres,Route 25 Week All - Saturday,No Route Allocated,No Route Allocated,320218,672803,In Development
7903337,30002,Telford Road,North West Locality,05-Inverleith,WS: Communal Bin,3,1280 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,322898,675629,Public Carriageway
7903337,30001,Telford Road,North West Locality,05-Inverleith,WS: Communal Bin,2,1100 Litres,Route 28 Week All - Sunday,No Route Allocated,No Route Allocated,322870,675448,In Development
7903336,30002,Tay Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,323768,672469,Public Footway
7903336,30001,Tay Street,South West Locality,09-Fountainbridge/Craiglockhar,WS: Communal Bin,1,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,323743,672458,Public Carriageway
7903323,30001,Stewart Terrace,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,1,1100 Litres,Route 91 Week All - Wednesday,Route 91 Week All - Saturday,No Route Allocated,322906,672229,In Development
7903312,30001,Stenhouse Mill Wynd,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,4,1280 Litres,Route 25 Week All - Sunday,No Route Allocated,No Route Allocated,321733,671410,In Development
7903307,30003,Stenhouse Gardens,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,2,1280 Litres,Route 91 Week All - Sunday,No Route Allocated,No Route Allocated,321193,671661,In Development
7903307,30002,Stenhouse Gardens,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,2,1280 Litres,Route 91 Week All - Sunday,No Route Allocated,No Route Allocated,321203,671652,In Development
7903307,30001,Stenhouse Gardens,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,2,1280 Litres,Route 91 Week All - Sunday,No Route Allocated,No Route Allocated,321316,671608,In Development
7903306,30005,Stenhouse Drive,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,3,1100 Litres,Route 91 Week All - Sunday,No Route Allocated,No Route Allocated,321356,671792,In Development
7903302,30001,Stenhouse Avenue West,South West Locality,07-Sighthill/Gorgie,WS: Communal Bin,2,1280 Litres,Route 91 Week All - Sunday,No Route Allocated,No Route Allocated,321274,672085,In Development
7903300,30001,Steel's Place,South East Locality,10-Meadows/Morningside,WS: Communal Bin,2,1280 Litres,No Route Allocated,No Route Allocated,No Route Allocated,324548,671247,Public Carriageway
7903299,36603,Station Road,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,2,1280 Litres,Route 25 Week All - Saturday,No Route Allocated,No Route Allocated,320299,672712,None Applied
7903295,30004,Stafford Street,South East Locality,11-City Centre,WS: Communal Bin,1,120 Litres,Route 106 Week All - Tuesday,Route 106 Week All - Friday,No Route Allocated,324484,673591,None Applied
7903291,30004,St Stephen Street,North West Locality,05-Inverleith,WS: Communal Bin,1,1280 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,324802,674548,Public Carriageway
7903290,30003,St Stephen Place,North West Locality,05-Inverleith,WS: Communal Bin,9,1100 Litres,Route 92 Week All - Thursday,Route 92 Week All - Monday,No Route Allocated,324680,674533,In Development
7903285,30005,St John's Road,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,660 Litres,Route 21 Week All - Wednesday,No Route Allocated,No Route Allocated,320033,672936,Public Footway
7903285,30004,St John's Road,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Wednesday,No Route Allocated,No Route Allocated,319475,672946,Public Footway
7903285,30003,St John's Road,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Wednesday,No Route Allocated,No Route Allocated,319571,672967,Public Footway
7903285,30002,St John's Road,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,1,1280 Litres,Route 21 Week All - Wednesday,No Route Allocated,No Route Allocated,320014,672912,Public Footway
7903285,30001,St John's Road,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,2,1280 Litres,Route 21 Week All - Wednesday,No Route Allocated,No Route Allocated,320269,672891,In Development
7903276,30001,St Catherine's Gardens,North West Locality,06-Corstorphine/Murrayfield,WS: Communal Bin,4,1100 Litres,Route 25 Week All - Saturday,No Route Allocated,No Route Allocated,320997,672796,In Development
7903275,30001,St Bernard's Row,North West Locality,05-Inverleith,WS: Communal Bin,1,660 Litres,Route 106 Week All - Monday,Route 106 Week All - Thursday,No Route Allocated,324531,674772,Public Footway
7903273,30002,Spylaw Road,South East Locality,10-Meadows/Morningside,WS: Communal Bin,2,660 Litres,Route 28 Week All - Friday,No Route Allocated,No Route Allocated,323976,671759,In Development
7903273,30001,Spylaw Road,South East Locality,10-Meadows/Morningside,WS: Communal Bin,2,1280 Litres,Route 28 Week All - Friday,No Route Allocated,No Route Allocated,323957,671750,In Development
7901410,30006,Ettrickdale Place,North West Locality,05-Inverleith,WS: Communal Bin,1,660 Litres,Route 22 Week All - Thursday,No Route Allocated,No Route Allocated,324890,674982,In Development
7901410,30005,Ettrickdale Place,North West Locality,05-Inverleith,WS: Communal Bin,1,660 Litres,Route 22 Week All - Thursday,No Route Allocated,No Route Allocated,324891,674961,In Development
7901410,30004,Ettrickdale Place,North West Locality,05-Inverleith,WS: Communal Bin,1,660 Litres,Route 22 Week All - Thursday,No Route Allocated,No Route Allocated,324845,674980,In Development
7901410,30003,Ettrickdale Place,North West Locality,05-Inverleith,WS: Communal Bin,1,660 Litres,Route 22 Week All - Thursday,No Route Allocated,No Route Allocated,324843,674998,In Development
7901410,30002,Ettrickdale Place,North West Locality,05-Inverleith,WS: Communal Bin,5,660 Litres,Route 22 Week All - Thursday,No Route Allocated,No Route Allocated,324882,675004,In Development
